[2025-03-27 15:49:46] Email script manager started.
[2025-03-28 08:38:02] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:38:02] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:38:02] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:39:02] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:40:03] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:41:03] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:42:04] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:43:04] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:44:05] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-28 08:44:05] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:44:05] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:44:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:44:05] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:45:05] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:46:06] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:47:06] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:48:06] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-28 08:48:07] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-28 08:48:07] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:48:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:48:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:49:07] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:50:08] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-28 08:51:08] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-28 08:52:08] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-28 08:52:09] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
